Date, Open, High, Low, Close
06/16/22, 22347.43, 22397.22, 21723.03, 21726.64
06/15/22, 22213.54, 22599.23, 22078.57, 22473.56
06/14/22, 22107.28, 22166.13, 21615.62, 21846.89
06/13/22, 22106.01, 22255.29, 21796.67, 21918.04
06/10/22, 23619.31, 23625.87, 22544.50, 22547.48
06/09/22, 24077.24, 24196.04, 23641.16, 23776.97
06/08/22, 24417.73, 24445.12, 24101.40, 24236.67
06/07/22, 24445.59, 24462.70, 24209.07, 24366.19
06/06/22, 24351.70, 24648.88, 24346.87, 24565.67
06/03/22, 24564.68, 24574.89, 24113.40, 24166.66
06/02/22, 24381.71, 24447.94, 24286.67, 24426.50
06/01/22, 24656.86, 24694.59, 24229.71, 24283.56
05/31/22, 24729.70, 24788.35, 24453.08, 24505.08
05/30/22, 24771.56, 24835.46, 24674.67, 24808.65
05/27/22, 24636.40, 24672.67, 24444.63, 24636.26
05/26/22, 24284.20, 24571.88, 24210.99, 24546.50
05/25/22, 24089.01, 24291.16, 23854.21, 24250.45
05/24/22, 23889.99, 24082.05, 23797.41, 23876.08
05/23/22, 24050.06, 24136.56, 23777.87, 24136.56
05/20/22, 24224.05, 24543.46, 24035.48, 24095.00
05/19/22, 23876.94, 24070.08, 23719.50, 24065.05
05/18/22, 24338.32, 24387.63, 24060.80, 24085.82
05/17/22, 24229.71, 24474.68, 24167.90, 24301.65
05/16/22, 23978.54, 24148.94, 23869.03, 24033.05
05/13/22, 23767.76, 24048.29, 23668.50, 24048.29
05/12/22, 23309.68, 23706.74, 23218.73, 23566.23
05/11/22, 23275.63, 23724.20, 23152.17, 23724.20
05/10/22, 23085.40, 23378.43, 23021.40, 23069.78
05/09/22, 23419.35, 23541.59, 22832.56, 22832.56
05/06/22, 23688.42, 23813.92, 23356.49, 23475.72
05/05/22, 24349.20, 24440.92, 23694.74, 23759.71
05/04/22, 24264.95, 24304.47, 23893.80, 23902.06
05/03/22, 24034.67, 24242.25, 23951.47, 24242.25
05/02/22, 24042.12, 24120.87, 23320.09, 23857.23
04/29/22, 24313.44, 24408.73, 24128.52, 24252.16
04/28/22, 24039.57, 24247.84, 23835.04, 24055.56
04/27/22, 23701.93, 23887.14, 23304.27, 23830.11
04/26/22, 24150.12, 24153.16, 23679.01, 23681.76
04/25/22, 23887.77, 24108.19, 23733.74, 23908.55
04/22/22, 24442.34, 24600.98, 24261.03, 24279.63
04/21/22, 24873.00, 24983.63, 24805.62, 24805.62
04/20/22, 24660.72, 24928.46, 24606.26, 24878.23
04/19/22, 24581.06, 24675.24, 24354.89, 24624.41
04/14/22, 24783.85, 24943.35, 24658.67, 24862.35
04/13/22, 24588.22, 24722.16, 24512.88, 24722.16
04/12/22, 24458.94, 24809.59, 24335.63, 24667.27
04/11/22, 24773.86, 24980.90, 24605.94, 24749.49
04/08/22, 24667.19, 24844.32, 24616.28, 24819.15
04/07/22, 24525.61, 24912.92, 24275.58, 24302.71
04/06/22, 24916.23, 25015.92, 24191.30, 24447.36
04/05/22, 25164.81, 25280.45, 24853.23, 24960.38
04/04/22, 25202.13, 25240.07, 24906.17, 25175.86
04/01/22, 25054.58, 25296.51, 24949.75, 25163.30
03/31/22, 25336.16, 25367.40, 25021.26, 25021.26
03/30/22, 25221.07, 25358.04, 25064.84, 25300.25
03/29/22, 25026.44, 25505.68, 24915.66, 25307.98
03/28/22, 24593.89, 25093.16, 24579.72, 24712.60
03/25/22, 24438.70, 24673.51, 24336.86, 24558.74
03/24/22, 24357.21, 24552.28, 24275.68, 24401.48
03/23/22, 24641.28, 24643.79, 24224.89, 24298.66
03/22/22, 24402.45, 24594.58, 24367.52, 24533.84
03/21/22, 24164.57, 24495.50, 24162.56, 24294.71
03/18/22, 24204.77, 24261.68, 23827.42, 24222.16
03/17/22, 24380.25, 24460.37, 23846.35, 24123.58
03/16/22, 24035.86, 24452.90, 23975.29, 24284.85
03/15/22, 23225.82, 23595.19, 22928.77, 23499.86
03/14/22, 23325.39, 23617.72, 23240.88, 23426.70
03/11/22, 23035.50, 23706.56, 22778.29, 23041.20
03/10/22, 23925.68, 23978.59, 22829.51, 22886.69
03/09/22, 22855.93, 23889.49, 22762.98, 23889.49
03/08/22, 21888.56, 22987.83, 21886.70, 22338.13
03/07/22, 21913.41, 22761.43, 21060.07, 22160.28
03/04/22, 23718.41, 23745.87, 22464.86, 22464.86
03/03/22, 24597.08, 24742.96, 23907.59, 23958.83
03/02/22, 24270.16, 24708.79, 23967.11, 24534.33
03/01/22, 25399.77, 25630.01, 24363.56, 24363.56
02/28/22, 25207.80, 25479.38, 24953.21, 25415.89
02/25/22, 25136.59, 25803.03, 24796.63, 25773.03
02/24/22, 25486.34, 25544.85, 24507.08, 24879.88
02/23/22, 26172.85, 26383.63, 25917.30, 25955.08
02/22/22, 25329.73, 26221.98, 25329.21, 26043.96
02/21/22, 26678.06, 26702.90, 25848.05, 26050.03
02/18/22, 26761.68, 26832.10, 26420.47, 26506.79
02/17/22, 26944.03, 27025.11, 26562.38, 26669.27
02/16/22, 27065.71, 27160.59, 26779.06, 26969.32
02/15/22, 26339.22, 26973.61, 26303.45, 26967.98
02/14/22, 26334.10, 26506.93, 25893.78, 26415.41
02/11/22, 26850.10, 27047.38, 26740.91, 26966.10
02/10/22, 27215.84, 27353.61, 26966.30, 27190.20
02/09/22, 26642.07, 27128.99, 26641.12, 27128.99
02/08/22, 26335.30, 26658.92, 26202.34, 26411.73
02/07/22, 26719.97, 26748.75, 26144.30, 26328.93
02/04/22, 27261.04, 27266.98, 26514.38, 26603.59
02/03/22, 27371.79, 27380.12, 27062.09, 27088.96
02/02/22, 27341.98, 27549.62, 27318.12, 27388.73
02/01/22, 27023.82, 27224.89, 26998.79, 27224.89
01/31/22, 27055.16, 27060.44, 26647.81, 26814.05
01/28/22, 26841.65, 26866.00, 26293.32, 26565.41
01/27/22, 26294.43, 27040.35, 26257.67, 26882.47
01/26/22, 26224.73, 26656.57, 26198.86, 26619.25
01/25/22, 26185.99, 26273.64, 25784.68, 26028.89
01/24/22, 26879.94, 26989.61, 25801.95, 25972.90
01/21/22, 27171.82, 27315.69, 26807.05, 27061.40
01/20/22, 27428.86, 27570.00, 27315.72, 27570.00
01/19/22, 27326.72, 27563.03, 27221.24, 27370.85
01/18/22, 27579.05, 27584.79, 27304.60, 27483.28
01/17/22, 27678.41, 27705.10, 27574.30, 27688.56
01/14/22, 27597.81, 27737.45, 27421.76, 27543.96
01/13/22, 27676.47, 27900.00, 27661.98, 27844.45
01/12/22, 27693.06, 27727.00, 27507.67, 27714.26
01/11/22, 27550.65, 27642.38, 27445.84, 27535.48
01/10/22, 27778.95, 27803.14, 27273.14, 27353.71
01/07/22, 27776.07, 27853.35, 27448.69, 27618.47
01/06/22, 27738.35, 27942.06, 27600.78, 27655.69
01/05/22, 28002.43, 28212.68, 27951.11, 28162.67
01/04/22, 27897.21, 28083.89, 27752.77, 27954.84
01/03/22, 27408.89, 27779.28, 27408.60, 27730.32
12/30/21, 27354.29, 27415.25, 27307.56, 27346.83
12/29/21, 27460.68, 27467.26, 27259.84, 27344.25
12/28/21, 27274.91, 27496.55, 27274.35, 27444.93
12/27/21, 26942.40, 27251.91, 26925.02, 27231.20
12/23/21, 26886.18, 27022.82, 26814.48, 27016.22
12/22/21, 26667.18, 26827.93, 26541.23, 26827.93
12/21/21, 26431.10, 26653.30, 26298.91, 26653.30
12/20/21, 26004.91, 26245.99, 25783.03, 26177.76
12/17/21, 26588.67, 26680.94, 26351.99, 26611.41
12/16/21, 27040.66, 27040.66, 26706.76, 26782.44
12/15/21, 26660.82, 26782.64, 26613.27, 26666.08
12/14/21, 26653.90, 26747.48, 26521.16, 26556.67
12/13/21, 26795.33, 26946.55, 26512.73, 26551.02
12/10/21, 26664.64, 26905.68, 26660.17, 26721.98
12/09/21, 26786.82, 26896.44, 26689.56, 26817.38
12/08/21, 27041.15, 27155.94, 26751.93, 26751.93
12/07/21, 26725.31, 27170.89, 26715.35, 27137.98
12/06/21, 26152.73, 26525.84, 26035.81, 26498.07
12/03/21, 26233.11, 26283.98, 25825.85, 25938.52
12/02/21, 26100.44, 26235.75, 25882.95, 26005.40
12/01/21, 26039.43, 26426.06, 25986.94, 26371.92
11/30/21, 25658.75, 26084.74, 25517.71, 25814.34
11/29/21, 26226.88, 26329.94, 25967.37, 26041.55
11/26/21, 26303.18, 26442.80, 25852.99, 25852.99
11/25/21, 27215.71, 27301.51, 27041.62, 27098.83
11/24/21, 27013.40, 27147.62, 26797.45, 27109.30
11/23/21, 27157.62, 27252.15, 26912.45, 26939.40
11/22/21, 27272.87, 27440.14, 27199.08, 27382.87
11/19/21, 27754.60, 27817.18, 27163.99, 27337.46
11/18/21, 27815.58, 27873.87, 27595.19, 27661.82
11/17/21, 27840.26, 27884.21, 27779.82, 27824.94
11/16/21, 27932.04, 27968.91, 27801.06, 27804.93
11/15/21, 27700.98, 27877.89, 27680.14, 27868.13
11/12/21, 27639.31, 27736.53, 27578.90, 27732.39
11/11/21, 27535.33, 27653.98, 27480.65, 27633.20
11/10/21, 27527.34, 27601.26, 27418.26, 27561.00
11/09/21, 27661.66, 27718.56, 27441.27, 27441.27
11/08/21, 27809.41, 27832.54, 27711.09, 27711.09
11/05/21, 27525.92, 27866.87, 27520.63, 27795.93
11/04/21, 27517.71, 27550.29, 27404.89, 27522.05
11/03/21, 27168.20, 27377.87, 27140.65, 27377.87
11/02/21, 27172.87, 27237.51, 27097.28, 27189.63
11/01/21, 27020.30, 27303.01, 27004.51, 27206.00
10/29/21, 26753.45, 26895.61, 26628.59, 26875.96
10/28/21, 26821.39, 26938.41, 26761.74, 26890.35
10/27/21, 26877.54, 26943.84, 26758.75, 26806.19
10/26/21, 26877.09, 27049.32, 26834.51, 26970.95
10/25/21, 26596.00, 26822.94, 26572.89, 26815.79
10/22/21, 26582.11, 26682.25, 26551.21, 26571.73
10/21/21, 26449.59, 26630.76, 26385.51, 26525.15
10/20/21, 26274.05, 26608.61, 26256.18, 26581.77
10/19/21, 26299.62, 26387.34, 26256.22, 26332.99
10/18/21, 26332.00, 26385.90, 26156.42, 26268.62
10/15/21, 26437.90, 26550.49, 26349.17, 26489.18
10/14/21, 26122.76, 26317.39, 26078.66, 26277.57
10/13/21, 25928.34, 26046.02, 25858.49, 25958.69
10/12/21, 25636.15, 25990.02, 25596.81, 25990.02
10/11/21, 25996.53, 26051.54, 25804.76, 25930.46
10/08/21, 26023.00, 26095.29, 25936.85, 26051.01
10/07/21, 25934.35, 26047.54, 25761.22, 25992.29
10/06/21, 25782.28, 25783.56, 25330.09, 25605.73
10/05/21, 25531.27, 25956.02, 25520.17, 25956.02
10/04/21, 25540.60, 25721.97, 25411.28, 25460.80
10/01/21, 25305.64, 25739.65, 25276.17, 25615.31
09/30/21, 25901.41, 25938.14, 25557.91, 25683.81
09/29/21, 25727.28, 25826.17, 25577.49, 25736.85
09/28/21, 26156.37, 26223.41, 25573.25, 25573.25
09/27/21, 26159.28, 26186.59, 26010.21, 26132.24
09/24/21, 26021.97, 26081.89, 25920.83, 25968.84
09/23/21, 25894.88, 26087.58, 25853.79, 26081.13
09/22/21, 25529.10, 25717.46, 25431.55, 25717.46
09/21/21, 25210.03, 25436.48, 25169.26, 25353.36
09/20/21, 25355.02, 25396.31, 24941.19, 25048.26
09/17/21, 26118.95, 26161.74, 25709.56, 25709.56
09/16/21, 25916.92, 26104.66, 25913.57, 25963.93
09/15/21, 26050.59, 26060.21, 25688.18, 25762.10
09/14/21, 25943.96, 26130.21, 25916.38, 26027.07
09/13/21, 25794.08, 26011.19, 25793.27, 25925.73
09/10/21, 25961.52, 25990.89, 25642.69, 25686.47
09/09/21, 25715.56, 26002.18, 25642.63, 25909.83
09/08/21, 25948.67, 26064.10, 25717.07, 25876.89
09/07/21, 26245.31, 26268.54, 26038.11, 26073.73
09/06/21, 26129.18, 26298.33, 26121.31, 26263.43
09/03/21, 26221.16, 26261.12, 25970.69, 26064.78
09/02/21, 26171.95, 26263.32, 26151.42, 26233.38
09/01/21, 26186.00, 26397.76, 26094.95, 26181.66
08/31/21, 26050.92, 26205.01, 25895.25, 26009.29
08/30/21, 26061.99, 26074.34, 25943.96, 26024.27
08/27/21, 25857.84, 26012.86, 25813.82, 26006.63
08/26/21, 25963.22, 26049.06, 25834.75, 25861.52
08/25/21, 26030.87, 26061.62, 25966.37, 26060.27
08/24/21, 26151.08, 26152.35, 25896.18, 26027.91
08/23/21, 26120.96, 26179.85, 25935.70, 26046.03
08/20/21, 25906.31, 25936.62, 25706.55, 25918.27
08/19/21, 26037.93, 26050.29, 25715.64, 25928.78
08/18/21, 26224.68, 26376.44, 26157.86, 26357.21
08/17/21, 26330.50, 26330.50, 26161.25, 26224.79
08/16/21, 26487.91, 26607.99, 26391.79, 26448.76
08/13/21, 26569.50, 26687.97, 26539.07, 26652.56
08/12/21, 26483.43, 26574.91, 26438.56, 26557.84
08/11/21, 26268.82, 26480.20, 26219.32, 26457.06
08/10/21, 26155.18, 26288.64, 26142.24, 26201.21
08/09/21, 26012.24, 26156.61, 26010.08, 26139.43
08/06/21, 25678.97, 26035.05, 25652.22, 26000.28
08/05/21, 25496.19, 25671.65, 25492.00, 25665.55
08/04/21, 25478.16, 25551.67, 25350.04, 25490.22
08/03/21, 25415.34, 25476.70, 25275.77, 25356.15
08/02/21, 25535.52, 25679.87, 25351.60, 25351.60
07/30/21, 25427.80, 25504.39, 25348.31, 25363.02
07/29/21, 25362.77, 25540.91, 25313.23, 25516.46
07/28/21, 25099.99, 25295.86, 25060.24, 25261.67
07/27/21, 25224.64, 25260.94, 25004.42, 25086.55
07/26/21, 24994.46, 25296.40, 24972.16, 25296.40
07/23/21, 24935.52, 25159.59, 24912.43, 25124.91
07/22/21, 24798.01, 24986.62, 24734.54, 24805.21
07/21/21, 24248.27, 24682.25, 24231.30, 24675.61
07/20/21, 24107.86, 24234.07, 23817.66, 24107.33
07/19/21, 24512.84, 24531.42, 23834.55, 23965.92
07/16/21, 24918.38, 24998.81, 24686.11, 24792.78
07/15/21, 25085.26, 25102.73, 24832.50, 24875.50
07/14/21, 25109.97, 25319.74, 25098.31, 25194.33
07/13/21, 25321.69, 25327.14, 25082.08, 25156.65
07/12/21, 25118.50, 25302.09, 24968.97, 25283.20
07/09/21, 24753.90, 25079.87, 24750.75, 25051.82
07/08/21, 25135.18, 25145.92, 24463.61, 24641.47
07/07/21, 25314.18, 25435.80, 25165.95, 25284.99
07/06/21, 25445.67, 25451.92, 25163.35, 25227.92
07/05/21, 25270.55, 25512.59, 25162.70, 25441.34
07/02/21, 25342.25, 25389.07, 25230.95, 25282.41
07/01/21, 25256.77, 25407.51, 25039.91, 25286.06
06/30/21, 25350.92, 25400.69, 24954.11, 25102.04
06/29/21, 25247.33, 25467.87, 25247.33, 25357.36
06/28/21, 25504.41, 25572.48, 25227.10, 25227.10
06/25/21, 25457.00, 25517.40, 25422.44, 25510.50
06/24/21, 25149.72, 25428.80, 25119.76, 25422.22
06/23/21, 25354.49, 25409.65, 25077.14, 25077.14
06/22/21, 25428.30, 25428.78, 25208.37, 25315.57
06/21/21, 24903.25, 25397.72, 24903.25, 25397.72
06/18/21, 25670.08, 25747.02, 25217.13, 25218.16
06/17/21, 25686.53, 25794.42, 25670.66, 25713.60
06/16/21, 25806.75, 25826.72, 25699.24, 25767.54
06/15/21, 25828.07, 25839.82, 25645.30, 25736.75
06/14/21, 25789.01, 25863.15, 25687.53, 25757.83
06/11/21, 25655.79, 25739.52, 25607.79, 25717.42
06/10/21, 25755.57, 25769.32, 25517.20, 25638.19
06/09/21, 25845.44, 25880.37, 25692.37, 25741.75
06/08/21, 25843.25, 25926.66, 25704.57, 25809.16
06/07/21, 25555.99, 25829.43, 25515.47, 25824.71
06/04/21, 25448.84, 25570.46, 25442.01, 25570.46
06/03/21, 25358.68, 25478.72, 25201.14, 25452.33
06/02/21, 25281.16, 25407.83, 25255.95, 25379.69
06/01/21, 25272.66, 25553.39, 25268.18, 25321.82
05/31/21, 25170.57, 25278.91, 25148.85, 25170.55
05/28/21, 25095.56, 25186.17, 25043.08, 25169.39
05/27/21, 24712.65, 25102.89, 24708.15, 25056.19
05/26/21, 24958.25, 24996.16, 24682.14, 24778.04
05/25/21, 24950.35, 25009.43, 24881.48, 24892.90
05/24/21, 24851.41, 24968.72, 24792.24, 24891.24
05/21/21, 24769.73, 24975.00, 24716.53, 24975.00
05/20/21, 24607.86, 24702.11, 24396.74, 24702.11
05/19/21, 24622.58, 24772.06, 24260.22, 24486.69
05/18/21, 25053.83, 25113.85, 24817.65, 24880.45
05/17/21, 24846.39, 24928.58, 24713.14, 24862.68
05/14/21, 24624.46, 24766.09, 24430.30, 24766.09
05/13/21, 24235.33, 24564.33, 23898.05, 24486.01
05/12/21, 24439.96, 24535.38, 24253.64, 24452.93
05/11/21, 24613.92, 24618.81, 24261.77, 24396.01
05/10/21, 24724.02, 24812.50, 24651.38, 24802.90
05/07/21, 24630.14, 24640.96, 24420.26, 24612.04
05/06/21, 24552.06, 24676.53, 24371.04, 24495.07
05/05/21, 24158.54, 24473.23, 24105.91, 24463.89
05/04/21, 24463.92, 24515.99, 23943.83, 23977.53
05/03/21, 24196.26, 24465.76, 24146.67, 24419.97
04/30/21, 24325.64, 24395.88, 24086.41, 24141.16
04/29/21, 24547.59, 24551.90, 24151.48, 24278.20
04/28/21, 24525.85, 24554.58, 24358.88, 24459.57
04/27/21, 24514.59, 24537.06, 24345.84, 24473.06
04/26/21, 24425.99, 24547.38, 24321.50, 24513.84
04/23/21, 24277.79, 24395.82, 24226.97, 24386.09
04/22/21, 24252.19, 24413.98, 24176.01, 24398.41
04/21/21, 24193.62, 24267.98, 23916.97, 24161.38
04/20/21, 24697.77, 24732.35, 24048.39, 24088.65
04/19/21, 24733.48, 24804.83, 24656.85, 24691.46
04/16/21, 24554.50, 24767.02, 24526.20, 24744.38
04/15/21, 24600.93, 24641.02, 24469.76, 24528.69
04/14/21, 24630.75, 24631.31, 24435.35, 24574.74
04/13/21, 24486.23, 24639.20, 24461.64, 24600.35
04/12/21, 24403.96, 24577.73, 24340.62, 24457.18
04/09/21, 24613.80, 24677.55, 24429.41, 24429.41
04/08/21, 24855.19, 24876.11, 24532.14, 24576.51
04/07/21, 24762.08, 24834.93, 24602.49, 24740.73
04/06/21, 24926.24, 24939.00, 24745.86, 24761.12
04/01/21, 24730.95, 24754.51, 24655.82, 24710.00
03/31/21, 24677.07, 24777.97, 24636.54, 24648.56
03/30/21, 24536.53, 24708.37, 24469.24, 24636.39
03/29/21, 24426.36, 24485.50, 24327.66, 24421.40
03/26/21, 24389.69, 24426.86, 24265.88, 24393.26
03/25/21, 24149.42, 24264.86, 23993.47, 24218.55
03/24/21, 23970.14, 24217.22, 23934.20, 24208.66
03/23/21, 24212.50, 24217.92, 24023.90, 24113.86
03/22/21, 24074.96, 24286.18, 24028.92, 24262.84
03/19/21, 24013.89, 24369.67, 23967.38, 24199.42
03/18/21, 24433.71, 24459.14, 24258.89, 24360.49
03/17/21, 24276.99, 24350.33, 24197.87, 24281.05
03/16/21, 24255.70, 24318.70, 24182.79, 24261.12
03/15/21, 24216.73, 24425.23, 24054.43, 24139.45
03/12/21, 24097.78, 24179.85, 24019.99, 24113.22
03/11/21, 24023.57, 24221.78, 24023.57, 24121.37
03/10/21, 23794.37, 23958.05, 23735.64, 23925.96
03/09/21, 23691.49, 23869.57, 23631.59, 23816.50
03/08/21, 23174.40, 23730.18, 23068.16, 23681.57
03/05/21, 22955.06, 23289.64, 22873.60, 22965.63
03/04/21, 22955.18, 23188.25, 22795.55, 23093.10
03/03/21, 23218.27, 23352.98, 22824.03, 23046.77
03/02/21, 23177.43, 23326.05, 23083.55, 23083.55
03/01/21, 23123.23, 23272.30, 23077.93, 23264.86
02/26/21, 22723.57, 23027.08, 22677.82, 22848.58
02/25/21, 23264.60, 23292.37, 23054.57, 23063.55
02/24/21, 22903.75, 23133.14, 22869.65, 23098.15
02/23/21, 23101.56, 23174.30, 22635.06, 22939.38
02/22/21, 22999.64, 23044.89, 22841.71, 23009.18
02/19/21, 22935.06, 23186.59, 22851.60, 23136.31
02/18/21, 23196.18, 23278.34, 22881.53, 22921.83
02/17/21, 23384.42, 23452.93, 23122.45, 23178.56
02/16/21, 23631.07, 23641.42, 23422.76, 23440.81
02/15/21, 23628.94, 23652.45, 23561.80, 23604.31
02/12/21, 23290.61, 23410.60, 23059.05, 23410.60
02/11/21, 23287.88, 23369.38, 23254.61, 23307.24
02/10/21, 23413.16, 23414.12, 23133.61, 23264.68
02/09/21, 23482.30, 23482.30, 23258.53, 23300.49
02/08/21, 23280.56, 23512.99, 23231.47, 23425.92
02/05/21, 22988.37, 23276.22, 22937.04, 23083.42
02/04/21, 22561.50, 22982.11, 22481.06, 22900.55
02/03/21, 22444.17, 22737.50, 22378.07, 22527.90
02/02/21, 21956.87, 22151.69, 21956.35, 22066.87
02/01/21, 21737.03, 21883.29, 21618.50, 21825.51
01/29/21, 21569.94, 21786.49, 21520.72, 21572.53
01/28/21, 21470.49, 21941.14, 21311.51, 21916.50
01/27/21, 21922.66, 21985.33, 21420.89, 21662.73
01/26/21, 21710.34, 22044.39, 21655.18, 21987.00
01/25/21, 22237.14, 22250.33, 21666.71, 21735.95
01/22/21, 22253.07, 22259.28, 21925.76, 22088.36
01/21/21, 22789.57, 22835.89, 22424.78, 22428.93
01/20/21, 22569.50, 22664.76, 22502.84, 22650.78
01/19/21, 22635.96, 22650.32, 22427.93, 22441.72
01/18/21, 22257.69, 22515.99, 22239.21, 22498.89
01/15/21, 22632.87, 22747.87, 22242.77, 22381.35
01/14/21, 22742.70, 22879.50, 22637.72, 22637.72
01/13/21, 22611.22, 22811.95, 22574.10, 22743.65
01/12/21, 22787.34, 22820.62, 22557.73, 22646.07
01/11/21, 22703.55, 22804.43, 22502.18, 22722.01
01/08/21, 22946.06, 23003.56, 22700.80, 22793.94
01/07/21, 22823.64, 22852.34, 22622.10, 22746.08
01/06/21, 22364.33, 22792.93, 22218.08, 22734.32
01/05/21, 22223.44, 22354.82, 22105.95, 22200.60
01/04/21, 22398.06, 22493.24, 22228.45, 22315.87
